masp,tensp,slt,mota,gia
SP008825,Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback)),279,Berkley Publishing Group,694000
SP008826,Till Death Do Us Part,988,Starfire,367000
SP008827,Until Angels Close My Eyes,613,Starfire,975000
SP008828,One Eyed Cat,249,Bantam Doubleday Dell,228000
SP008829,Less Of A Stranger (Silhouette Single Title),916,Silhouette,771000
SP008830,Shogun.,786,Goldmann,684000
SP008831,Cold Harbour,711,Simon &amp; Schuster,955000
SP008832,Edge of Danger,41,Berkley Publishing Group,848000
SP008833,Siddhartha (Dover Thrift Editions),59,Dover Publications,476000
SP008834,Swiss Family Robinson (Apple Classic),636,Scholastic,220000
SP008835,Firebird,841,Tor Books,319000
SP008836,The Lark and the Wren (Bardic Voices   Book 1),888,Baen,774000
SP008837,Zen and the art of motorcycle maintenance,454,Bantam,105000
SP008838,First Light,921,Pub Group West,966000
SP008839,Drop City,703,Viking Books,164000
SP008840,Goodbye California,205,Bantam Dell Pub Group,903000
SP008841,Angels &amp; Insects: Two Novellas,706,Random House Inc,598000
SP008842,Vox: A Novel,466,Vintage Books USA,984000
SP008843,War and Remembrance,350,Back Bay Books,337000
SP008844,The Fourth Hand,254,Fawcett,835000
SP008845,Bumper Sticker Wisdom: America's Pulpit Above the Tailpipe,76,Beyond Words Publishing,492000
SP008846,To the Nines (A Stephanie Plum Novel),751,St. Martin's Paperbacks,480000
SP008847,Our Lady of the Lost and Found: A Novel,723,Penguin Books,682000
SP008848,A Parchment of Leaves: A Novel,557,Algonquin Books of Chapel Hill,149000
SP008849,Three Weeks in Paris,138,Doubleday,273000
SP008850,Woman of Substance,629,Bantam Books,107000
SP008851,Men Are from Mars   Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships,924,HarperCollins Publishers,902000
SP008852,Ringing For You : A Love Story with Interruptions,89,Scribner,224000
SP008853,So Big (Perennial Classics),559,Perennial,757000
SP008854,The Worst Day of My Life   So Far,905,Harvest Books,401000
SP008855,Too Many Crooks Spoil the Broth: A Pennsylvania-Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),555,Signet Book,923000
SP008856,Your Oasis on Flame Lake (Ballantine Reader's Circle),833,Ballantine Books,249000
SP008857,To Mother With Love 1993,71,Silhouette,484000
SP008858,Rosie,406,North Point Press,683000
SP008859,The Blue Flower,356,Mariner Books,563000
SP008860,Smart Women,779,Pocket Books,597000
SP008861,Frommer's Walking Tours: Paris (2nd Edition),350,John Wiley &amp; Sons Inc,879000
SP008862,Up Island,715,HarperCollins Publishers,845000
SP008863,Motherhood the Second Oldest Profession,648,Bantam Doubleday Dell,378000
SP008864,Heidi,47,Troll Communications,215000
SP008865,PORTRAT OF ARTIST,753,Pocket,726000
SP008866,Outlander,585,Dell,677000
SP008867,Simple Spells for Love: Ancient Practices for Emotional Fulfillment,881,Harmony Books,118000
SP008868,Life Among the Savages,825,Penguin Books,527000
SP008869,The Sophisticated traveler: Great tours and detours,626,Villard Books,347000
SP008870,Driving Lessons,441,Thomas Nelson Inc,242000
SP008871,The Night Before Christmas,903,Love Spell,176000
SP008872,Plain Jane,224,Zebra Books,751000
SP008873,Veil Of Fear (Harlequin Intrigue   No 310),470,Harlequin,590000
SP008874,A Belated Bride,92,Avon,900000
SP008875,Heart of Darkness (Dover Thrift Editions),778,Dover Publications,903000
SP008876,Earth Song,555,Onyx Books,638000
SP008877,Hemlock Bay,876,Jove Books,779000
SP008878,Surrender (Florida Civil War (Paperback)),274,Topaz,227000
SP008879,Texas Ranger,754,Mira,524000
SP008880,Warrior's Song (Coulter   Catherine. Medieval Song Quartet   4.),688,Signet Book,873000
SP008881,Yesterday,756,Zebra Books,556000
SP008882,Piccolo Mondo,658,Coach House,192000
SP008883,Deadly Appearances (Joanne Kilbourn Mysteries (Paperback)),377,McClelland &amp; Stewart,175000
SP008884,Verdict in Blood (Joanne Kilbourn Mysteries (Paperback)),673,McClelland &amp; Stewart,105000
SP008885,Dreamers Dicti: Mghty Dcks,473,Warner Books,772000
SP008886,Harnessing Peacocks,498,Simon &amp; Schuster,392000
SP008887,Lost Girls,608,Harperperennial,312000
SP008888,Meditations for Women Who Do Too Much,631,HarperSanFrancisco,278000
SP008889,El Perfume: Historia De UN Asesino,357,Editorial Seix Barral,576000
SP008890,Loca De Amor,380,Editorial Planeta,589000
SP008891,Expect a Miracle: You Won't Be Disappointed,991,Ten Speed Press,832000
SP008892,DIVIDED LIVES,112,Simon &amp; Schuster,967000
SP008893,Journey,377,Publishamerica,136000
SP008894,Dragonshadow,943,Del Rey Books,265000
SP008895,TIME AND AGAIN,832,Touchstone,352000
SP008896,Three Fates,304,Putnam Publishing Group,444000
SP008897,Entries: Poems,790,Random House Inc,382000
SP008898,Dear James,548,Ballantine Books,258000
SP008899,Let Your Life Speak: Listening for the Voice of Vocation,283,Jossey-Bass,391000
SP008900,Getting straight A's,116,L. Stuart,215000
SP008901,The Great Gatsby,918,Scribner,750000
SP008902,Night Of The Living Dad (Baby Blues Scrapbook    No 6),376,Andrews McMeel Publishing,152000
SP008903,CINDERELLA COMPLEX,287,Pocket,161000
SP008904,We Are Experiencing Parental Difficulties...Please Stand By : Baby Blues Scrapbook No.5 (Baby Blues Scrapbook   No 5),570,Andrews McMeel Publishing,306000
SP008905,Animal Farm,646,Books on Tape,534000
SP008906,The Wedding,564,Warner Books,696000
SP008907,Siddhartha,489,Shambhala,157000
SP008908,The Blunderer,899,W.W. Norton &amp; Company,886000
SP008909,Madame Bovary,362,Penguin Books,505000
SP008910,Misconceptions,720,Vintage,576000
SP008911,Lives of the Saints,374,Minerva,763000
SP008912,I Thought Labor Ended When The Baby Was Born (Baby Blues Scrapbook   No 4),655,Andrews McMeel Publishing,725000
SP008913,Guess Who Didn't Take A Nap? (Baby Blues Collection),521,Andrews McMeel Publishing,157000
SP008914,Video: Stories,429,Pantheon,853000
SP008915,The Lion's Game,790,Warner Books,690000
SP008916,This Day All Gods Die: The Gap into Ruin (Gap Series/Stephen R. Donaldson),213,Bantam,482000
SP008917,The Sweet Hereafter: A Novel,559,Harpercollins,558000
SP008918,L.A. Times,242,HarperTorch,751000
SP008919,Shepherd Looks at Psalm 23   A,225,Zondervan Publishing Company,435000
SP008920,The Run: A Novel,538,HarperCollins Publishers,666000
SP008921,Hit List,614,HarperTorch,788000
SP008922,The Moonstone (Penguin Classics),240,Penguin Books,957000
SP008923,Short English handbook,755,Scott   Foresman,871000
SP008924,Potomac Trails: D.C.   Virginia   Maryland   and West Virginia,448,Fulcrum Publishing,825000
SP008925,The GREAT GATSBY (A Scribner Classic),78,Scribner Paper Fiction,612000
SP008926,Cold Comfort Farm,416,Penguin USA,998000
SP008927,Maximum Bob,616,Dell Publishing Company,915000
SP008928,New York City Restaurants 3 Ed,311,Gayot,514000
SP008929,Washington Square (Classics Library (NTC)),99,NTC/Contemporary Publishing Company,893000
SP008930,Darwin's Children,497,Del Rey,371000
SP008931,Fallen Dragon,210,Aspect,362000
SP008932,Blood Music,392,I Books,825000
SP008933,Axiomatic,938,Acacia Press   Inc.,468000
SP008934,Vacuum Diagrams,252,Eos,616000
SP008935,MAROONED REALTIME,696,Baen,326000
SP008936,Eon : A Novel (Eon),109,Tor Science Fiction,525000
SP008937,Look to Windward,906,Star Trek,540000
SP008938,Ssn,445,Berkley Publishing Group,866000
SP008939,Red Storm Rising,82,Berkley Publishing Group,501000
SP008940,Flight of the Old Dog,520,Berkley Publishing Group,397000
SP008941,Treachery and Treason,55,Roc,927000
SP008942,Mixed Signals (Alabaster Books),350,Multnomah,685000
SP008943,The Stranger Beside Me,884,Signet Book,226000
SP008944,The Invisible Circus : A Novel,572,Picador,314000
SP008945,Butterfly,357,Book Sales,906000
SP008946,Harry Potter and the Sorcerer's Stone (Book 1),526,Scholastic,575000
SP008947,Omerta,867,Ballantine Books,412000
SP008948,When Dinosaurs Ruled the Basement (An Avon Camelot Book),283,Harpercollins Juvenile Books,427000
SP008949,The Case of the Buried Treasure (Jigsaw Jones Super Special   1),323,Scholastic,191000
SP008950,Mrs. Piggle-Wiggle's Farm,203,HarperTrophy,398000
SP008951,The Ship Who Won,656,Baen,378000
SP008952,In Bed With The Boss (Harlequin Presents   2009),757,Harlequin,332000
SP008953,DIANA: HER TRUE STORY : DIANA: HER TRUE STORY,587,Pocket,317000
SP008954,Goodbye   Vietnam,106,Alfred A. Knopf,868000
SP008955,Daughters of Captain Cook (International fiction list),941,Carol Pub Group,464000
SP008956,Expecting...And In Danger  (Dynasties:The Connellys),738,Silhouette,914000
SP008957,The Royal Treatment  (Crown And Glory),750,Silhouette,594000
SP008958,The Seal's Surprise Baby,403,Silhouette,432000
SP008959,Beyond the Stars,538,Harper Mass Market Paperbacks,814000
SP008960,Do You Take This Enemy  (Stallion Pass),975,Silhouette,691000
SP008961,Taming The Outlaw  (Man Of The Month) (Silhouette Desire   No. 1465),189,Silhouette,882000
SP008962,Year's Best SF 7,62,Eos,785000
SP008963,All Things Wise and Wonderful,230,St. Martin's Press,528000
SP008964,Good As Gold,15,Pocket Books,502000
SP008965,Up the Down Staircase,932,Perennial,971000
SP008966,A Place in the Sun,862,Puffin Books,775000
SP008967,The Death of Tecumseh (Adventures in Canadian History : the Battles of the War of 1812),535,McClelland &amp; Stewart,938000
SP008968,Access 2000 Client/Server Solutions: The In-depth Guide to Developing Access Client/Server Systems,405,Coriolis Group Books,581000
SP008969,The Shakespeare Stealer,109,Dutton Books,577000
SP008970,Mastering ColdFusion 4,315,Sybex Inc,644000
SP008971,Kon-Tiki: Across the Pacific by Raft,89,Pocket,338000
SP008972,Fair Blows the Wind,365,Bantam Books,885000
SP008973,Westward the Tide,622,Bantam,763000
SP008974,The Ghost of Eagle Mountain (Girl Talk),899,Golden Books,365000
SP008975,Family Matters,63,Vintage,660000
SP008976,Farm Fatale: A Comedy of Country Manors,807,Plume Books,993000
SP008977,Cooking for Harry : A Low-Carbohydrate Novel,543,Crown Publishing Group,109000
SP008978,Idyll Banter : Weekly Excursions to a Very Small Town,332,Harmony,909000
SP008979,I Sailed with Magellan,632,Farrar   Straus and Giroux,859000
SP008980,Rumor Has It,525,Harpercollins,802000
SP008981,Three Ply Yarn,677,Women's Press   Ltd. (UK),217000
SP008982,As On A Darkling Plain,905,Dell Publishing Co.   Inc.,144000
SP008983,The True Believer: Thoughts on the Nature of Mass Movements,892,Perennial (HarperCollins),614000
SP008984,About Yvonne,417,Penguin Books,428000
SP008985,Og Mandino's Great Trilogy: The Greatest Salesman in the World/the Greatest Secret in the World/the Greatest Miracle in the World,722,Frederick Fell Publishers,621000
SP008986,Foundation Trilogy,440,Harpercollins,140000
SP008987,Getting into Films &amp; Television: How to Find the Best Way in (Jobs &amp; Careers),2,Trans-Atlantic Publications,129000
SP008988,Gsilent People,978,Pan Books Ltd,720000
SP008989,Seek the Fair Land,396,Britain Books,724000
SP008990,Don't Call That Man,272,Hyperion,300000
SP008991,The Positive Way to Change Your Life,143,Vintage/Ebury (A Division of Random House Group),197000
SP008992,Know Yourself: Achieve Your Goals Through Better Self-Knowledge,111,Kogan Page,403000
SP008993,Wilde Schafsjagd.,980,Suhrkamp,265000
SP008994,Tom Clancy's Power Plays: Cutting Edge (Power Plays   6),571,Berkley Publishing Group,190000
SP008995,One Foot in Eden: A Novel,132,Novello Festival Press,272000
SP008996,Captain Saturday: A Novel,779,Back Bay Books,838000
SP008997,A Place Called Wiregrass,631,RiverOak Publishing,994000
SP008998,Black Dogs,916,Anchor Books/Doubleday,974000
SP008999,Appointment with Il Duce,943,Welcome Rain,448000
SP009000,Wish You Were Here,323,Grove Press,991000
SP009001,Oscar and Lucinda,29,HarperCollins Publishers,726000
SP009002,JardÃ­n sombrÃ­o,887,Lectorum Pubns (Adult),709000
SP009003,The Wild Bunch at Robbers Roost,341,University of Nebraska Press,760000
SP009004,Mythology : Timeless Tales of Gods and Heroes,801,Warner Books,900000
SP009005,The Devil's Larder,628,Farrar   Straus and Giroux,946000
SP009006,Burning Marguerite,877,Vintage Books USA,225000
SP009007,Final Harvest : Poems,351,Back Bay Books,669000
SP009008,The Nearby Faraway: A Personal Journey Through the Heart of the West,976,Johnson Books,772000
SP009009,Sons of Fortune (Ay Adult - Archer),864,St. Martin's Press,645000
SP009010,The Nazi Officer's Wife : How One Jewish Woman Survived the Holocaust,612,Perennial,754000
SP009011,The Coffee Trader : A Novel (Ballantine Reader's Circle),753,Ballantine Books,113000
SP009012,The True Sources of the Nile,262,Anchor Books/Doubleday,101000
SP009013,American Jihad: The Terrorists Living Among Us,80,Free Press,934000
SP009014,The Art of Possibility: Transforming Professional and Personal Life,85,Penguin Books,562000
SP009015,The Last Juror,836,Random House Audio,208000
SP009016,The Kitchen Boy,632,Penguin Books,628000
SP009017,The Hemingway Book Club of Kosovo,632,Jeremy P. Tarcher,632000
SP009018,The Blooming of a Lotus: Guided Meditation Exercises for Healing &amp; Transformation,220,Beacon Press,436000
SP009019,Borrowed Finery: A Memoir,653,Owl Books (NY),156000
SP009020,To the Edge of the Sky: A Story of Love   Betrayal   Suffering   and the Strength of Human Courage,522,Overlook Press,855000
SP009021,The Majesty of the Law : Reflections of a Supreme Court Justice,51,Random House Trade Paperbacks,419000
SP009022,Death by Hollywood,657,Random House Audio,800000
SP009023,Chinese Playground : A Memoir,167,Rhapsody Press,168000
SP009024,Murder in Palm Springs,983,National Writers Press,516000
SP009025,Casa Rossa,659,Vintage,838000
SP009026,BEGINNING ANEW,178,Touchstone,422000
SP009027,Anger: Wisdom for Cooling the Flames,568,Penguin USA (Paper),184000
SP009028,The Good Women of China : Hidden Voices,222,Anchor,906000
SP009029,Land of a Thousand Hills: My Life in Rwanda,19,Plume Books,393000
SP009030,The Fisher King : A Novel,660,Scribner,1000000
SP009031,The Human Stain : A Novel,457,Vintage,758000
SP009032,The Country Under My Skin: A Memoir of Love and War,859,Alfred A. Knopf,920000
SP009033,The Long Haul: A Novel,148,Soft Skull Press,791000
SP009034,Kundun,426,Fount,195000
SP009035,Drinking Coffee Elsewhere,59,Riverhead Books,128000
SP009036,Memoirs of a Beatnik,119,Penguin Books,782000
SP009037,Man Out of Time,461,Delta,434000
SP009038,Kate Remembered,564,Putnam Publishing Group,486000
SP009039,Katharine the Great: Katharine Graham and Her Washington Post Empire,59,Sheridan Square Press,554000
SP009040,Canone Inverso,88,Owl Books (NY),982000
SP009041,Terrorism and War (Open Media Pamphlet Series),31,Seven Stories Press,546000
SP009042,Berlin Diaries   1940-1945,564,Vintage Books USA,762000
SP009043,Return to the Scene of the Crime: A Guide to Infamous Places in Chicago,338,Cumberland House Publishing,346000
SP009044,The House of Mirth: Authoritative Text Backgrounds and Contexts Criticism (A Norton Critical Edition),515,W. W. Norton &amp; Company,235000
SP009045,Life Before Man,706,Warner Books> C/o Little Br,796000
SP009046,Cattleman's Pride (Silhouette Romance),568,Silhouette,569000
SP009047,When Lightning Strikes (1-800-Where-R-You),898,Simon Pulse,801000
SP009048,All of Me: A Voluptuous Tale,330,New American Library,475000
SP009049,Trauma Junkie: Memoirs of an Emergency Flight Nurse,170,Firefly Books Ltd,147000
SP009050,See Jane Date,475,Red Dress Ink,631000
SP009051,Girls' Poker Night,381,Ballantine Books,595000
SP009052,Prison Blues,952,Pocket,678000
SP009053,Tell Me Lies (Tell Me Lies),132,St. Martin's Press,285000
SP009054,Fat Girls and Lawn Chairs,315,Warner Books,209000
SP009055,Caucasia,714,Riverhead Books,194000
SP009056,Got a Hold on You,270,Love Spell,527000
SP009057,Tyrone's Story (Degrees of Guilt   3),160,Thirsty Books,740000
SP009058,Degrees of Guilt: Miranda's Story (Degrees of Guilt   2),98,Thirsty Books,412000
SP009059,Degrees of Guilt: Kyra's Story (Degrees of Guilt   1),644,Thirsty Books,234000
SP009060,Free Prize Inside: The Next Big Marketing Idea,761,Portfolio,365000
SP009061,Guilty Creatures,537,HarperCollins,408000
SP009062,The Moon by Night (Morris   Lynn),748,Bethany House Publishers,620000
SP009063,Ladies Choice,6,2nd Avenue Publishing   Inc.,975000
SP009064,Mary-Kate &amp; Ashley Sweet 16 #6: My Best Friend's Boyfriend : (My Best Friend's Boyfriend) (Mary-Kate and Ashley Sweet 16   6),629,HarperEntertainment,840000
SP009065,No Use Dying over Spilled Milk: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),285,Signet Book,353000
SP009066,Strange Bedpersons,669,Mira,982000
SP009067,Lead Me On,9,St. Martin's Paperbacks,455000
SP009068,Stuffed: Adventures of a Restaurant Family,116,Vintage Books USA,803000
SP009069,Kiss Lonely Goodbye,559,HarperTorch,275000
SP009070,Room Service,90,St. Martin's Paperbacks,687000
SP009071,Harlem Sunset,81,Rockhouse Press,600000
SP009072,Becoming Maren,195,Five Star (ME),769000
SP009073,The Crush,54,Warner Books,822000
SP009074,Tiles and Tribulations (Den of Antiquity Mysteries),184,Avon,285000
SP009075,The Chocolate Bear Burglary: A Chocoholic Mystery (Chocoholic Mysteries),827,Signet Book,556000
SP009076,Honey Moon,911,Pocket,678000
SP009077,Chocolate Chip Cookie Murder (Hannah Swensen Mysteries (Paperback)),567,Kensington Publishing Corporation,321000
SP009078,The Last Suppers,259,Crimeline,703000
SP009079,A Tax Deductible Death,562,Prime Crime,225000
